# ran on: 2022-08-08
# method = continuous (https://github.com/Elliot-Wadge/MagnetizationFitting)
# Ms = 1375.83 kA/m
# Mr/Ms = 0.2803
# J1 = 2.6907 +/- 0.0037 mJ/m^2
# J2 = 1.6889 +/- 0.0038 mJ/m^2
# A = 3.0000 +/- 0.0361 * 10 pJ/m
# theta from data = 147.44 degrees
# theta from model = 120.00 degrees
# average theta = 133.72 degrees
# measured saturation field = 3.030 T
# model saturation field = 2.950 T
# red chisq = 6.733 +/- 0.054
# standard deviation = 0.001411
# 
# Field (T),Mag (Data) (kA/m),Mag (Model) (kA/m),Residuals(kA/m)
2.560000000000000053e+00,1.350995205250655973e+00,1.349156361664338943e+00,1.838843586316938738e-03
2.569999999999999840e+00,1.353120762861368398e+00,1.349934018265903424e+00,3.186744595465003296e-03
2.580000000000000071e+00,1.352743465847602078e+00,1.350706357401623814e+00,2.037108445978248836e-03
2.589999999999999858e+00,1.352705538952409414e+00,1.351473424297836345e+00,1.232114654573082235e-03
2.600000000000000089e+00,1.355043202887230347e+00,1.352235263727914027e+00,2.807939159316230962e-03
2.609999999999999876e+00,1.356065807612579333e+00,1.352991920021778816e+00,3.073887590800664874e-03
2.620000000000000107e+00,1.356409672100781671e+00,1.353743437075617395e+00,2.666235025164330127e-03
2.629999999999999893e+00,1.353614362992180187e+00,1.354489858362313948e+00,-8.754953701337176266e-04
2.640000000000000124e+00,1.359515413172021958e+00,1.355231226942781086e+00,4.284186229240856056e-03
2.649999999999999911e+00,1.357823056948783691e+00,1.355967585478463189e+00,1.855471470320586543e-03
2.660000000000000142e+00,1.360669776061464553e+00,1.356698976245322985e+00,3.970799816141451846e-03
2.669999999999999929e+00,1.356220037624817687e+00,1.357425441149762602e+00,-1.205403524944921373e-03
2.680000000000000160e+00,1.359575811915358923e+00,1.358147021747025507e+00,1.428790168333273413e-03
2.689999999999999947e+00,1.360004518933204620e+00,1.358863759262837645e+00,1.140759670366828975e-03
2.700000000000000178e+00,1.362130076543917045e+00,1.359575694619295616e+00,2.554381924621422061e-03
2.709999999999999964e+00,1.361116460557825647e+00,1.360282868466336170e+00,8.335920914896008047e-04
2.720000000000000195e+00,1.363199596903716726e+00,1.360985321220660182e+00,2.214275683056699667e-03
2.729999999999999982e+00,1.362822299889950184e+00,1.361683093114631538e+00,1.139206775318781645e-03
2.740000000000000213e+00,1.364905436235841485e+00,1.362376224258723623e+00,2.529211977117918220e-03
2.750000000000000000e+00,1.364146347838680162e+00,1.363064754722543848e+00,1.081593116136222001e-03
2.759999999999999787e+00,1.365423480152959224e+00,1.363748724643074395e+00,1.674755509884861540e-03
2.770000000000000018e+00,1.364664391755797901e+00,1.364428174370227120e+00,2.362173855706614634e-04
2.779999999999999805e+00,1.365517311421860391e+00,1.365103144653398104e+00,4.141667684621480193e-04
2.790000000000000036e+00,1.363740112668978766e+00,1.365773676914970647e+00,-2.033564245991752867e-03
2.799999999999999822e+00,1.367986733520775156e+00,1.366439813630865530e+00,1.546919889909664086e-03
2.810000000000000053e+00,1.366039849708607035e+00,1.367101598876611090e+00,-1.061749168003997502e-03
2.819999999999999840e+00,1.367062454433956020e+00,1.367759079127672583e+00,-6.966246937166012702e-04
2.830000000000000071e+00,1.368297165483413513e+00,1.368412304460321804e+00,-1.151389769082467827e-04
2.839999999999999858e+00,1.370253038034839221e+00,1.369061330404318433e+00,1.191707630520760135e-03
2.850000000000000089e+00,1.367372886396594378e+00,1.369698449459491485e+00,-2.325563062897139863e-03
2.859999999999999876e+00,1.366995589382828280e+00,1.370339860597701076e+00,-3.344271214872794693e-03
2.870000000000000107e+00,1.366745556163527109e+00,1.370976244169522351e+00,-4.230688005995163377e-03
2.879999999999999893e+00,1.367131841916551016e+00,1.371607411302446788e+00,-4.475569385895848684e-03
2.890000000000000124e+00,1.368366552966008509e+00,1.372234143090876435e+00,-3.867590124867978981e-03
2.899999999999999911e+00,1.368710417454210626e+00,1.372861687287035615e+00,-4.151269832825031127e-03
2.910000000000000142e+00,1.370793553800101483e+00,1.373479777761608567e+00,-2.686223961507036486e-03
2.919999999999999929e+00,1.372028264849558976e+00,1.374095097617697547e+00,-2.066832768138658367e-03
2.930000000000000160e+00,1.367027049970230390e+00,1.374705963236702910e+00,-7.678913266472576528e-03
2.939999999999999947e+00,1.372800836355606791e+00,1.375310706298904950e+00,-2.509869943298164915e-03
2.950000000000000178e+00,1.372593224401127410e+00,1.375834911038144037e+00,-3.241686637016630984e-03
2.959999999999999964e+00,1.372258348652182880e+00,1.375834911038144037e+00,-3.576562385961133423e-03
2.970000000000000195e+00,1.370184201045549610e+00,1.375834911038144037e+00,-5.650709992594430547e-03
2.979999999999999982e+00,1.369637218972496795e+00,1.375834911038144037e+00,-6.197692065647277850e-03
2.990000000000000213e+00,1.373077835792681389e+00,1.375834911038144037e+00,-2.757075245462538640e-03
3.000000000000000000e+00,1.372191483601054918e+00,1.375834911038144037e+00,-3.643427437089074000e-03
3.009999999999999787e+00,1.374401883741411146e+00,1.375834911038144037e+00,-1.433027296732979896e-03
3.020000000000000018e+00,1.372158051075491159e+00,1.375834911038144037e+00,-3.676859962652891632e-03
3.029999999999999805e+00,1.375386561571567023e+00,1.375834911038144037e+00,nan
3.040000000000000036e+00,1.375645583530126226e+00,1.375834911038144037e+00,nan
3.049999999999999822e+00,1.376074290547971701e+00,1.375834911038144037e+00,nan
3.060000000000000053e+00,1.375527308474918664e+00,1.375834911038144037e+00,nan
3.069999999999999840e+00,1.373325897073820689e+00,1.375834911038144037e+00,nan
3.080000000000000071e+00,1.376681671364361703e+00,1.375834911038144037e+00,nan
3.089999999999999858e+00,1.375752897907913663e+00,1.375834911038144037e+00,nan
3.100000000000000089e+00,1.374145384214319199e+00,1.375834911038144037e+00,nan
3.109999999999999876e+00,1.375592201587884977e+00,1.375834911038144037e+00,nan
3.120000000000000107e+00,1.371142463151238111e+00,1.375834911038144037e+00,nan
3.129999999999999893e+00,1.376492036888397941e+00,1.375834911038144037e+00,nan
3.140000000000000124e+00,1.376114739874631621e+00,1.375834911038144037e+00,nan
3.149999999999999911e+00,1.377179765864802397e+00,1.375834911038144037e+00,nan
3.160000000000000142e+00,1.370990755570467012e+00,1.375834911038144037e+00,nan
3.169999999999999929e+00,1.374855585038868178e+00,1.375834911038144037e+00,nan
3.180000000000000160e+00,1.374732815614031933e+00,1.375834911038144037e+00,nan
3.189999999999999947e+00,1.373464672039010681e+00,1.375834911038144037e+00,nan
3.200000000000000178e+00,1.375293280795971240e+00,1.375834911038144037e+00,nan
3.209999999999999964e+00,1.377673365995614185e+00,1.375834911038144037e+00,nan
3.220000000000000195e+00,1.373223627558967097e+00,1.375834911038144037e+00,nan
3.229999999999999982e+00,1.376536980584686320e+00,1.375834911038144037e+00,nan
3.240000000000000213e+00,1.378789801989864339e+00,1.375834911038144037e+00,nan
3.250000000000000000e+00,1.377521658414842642e+00,1.375834911038144037e+00,nan
3.259999999999999787e+00,1.380919853970205669e+00,1.375834911038144037e+00,nan
3.270000000000000018e+00,1.377403383359635303e+00,1.375834911038144037e+00,nan
3.279999999999999805e+00,1.377365456464442861e+00,1.375834911038144037e+00,nan
3.290000000000000036e+00,1.372746032968509056e+00,1.375834911038144037e+00,nan
3.299999999999999822e+00,1.374701905519934986e+00,1.375834911038144037e+00,nan
3.310000000000000053e+00,1.372882285502232014e+00,1.375834911038144037e+00,nan
3.319999999999999840e+00,1.377256170148493331e+00,1.375834911038144037e+00,nan
3.330000000000000071e+00,1.374715388628821922e+00,1.375834911038144037e+00,nan
3.339999999999999858e+00,1.376247048532031059e+00,1.375834911038144037e+00,nan
3.350000000000000089e+00,1.376421227960946680e+00,1.375834911038144037e+00,nan
3.359999999999999876e+00,1.374516765413599906e+00,1.375834911038144037e+00,nan
3.370000000000000107e+00,1.373078936779292158e+00,1.375834911038144037e+00,nan
3.379999999999999893e+00,1.374398490358392788e+00,1.375834911038144037e+00,nan
3.390000000000000124e+00,1.373893929550161319e+00,1.375834911038144037e+00,nan
3.399999999999999911e+00,1.377207282575881209e+00,1.375834911038144037e+00,nan
3.410000000000000142e+00,1.378145044771586614e+00,1.375834911038144037e+00,nan
3.419999999999999929e+00,1.378022275346750591e+00,1.375834911038144037e+00,nan
3.430000000000000160e+00,1.375863285210474185e+00,1.375834911038144037e+00,nan
3.439999999999999947e+00,1.375570830726351224e+00,1.375834911038144037e+00,nan
3.450000000000000178e+00,1.378417549839032308e+00,1.375834911038144037e+00,nan
3.459999999999999964e+00,1.374095075196850591e+00,1.375834911038144037e+00,nan
3.470000000000000195e+00,1.377875062135608175e+00,1.375834911038144037e+00,nan
3.479999999999999982e+00,1.374528276584324749e+00,1.375834911038144037e+00,nan
3.490000000000000213e+00,1.378987003760229646e+00,1.375834911038144037e+00,nan
3.500000000000000000e+00,1.376191694651627939e+00,1.375834911038144037e+00,nan
3.509999999999999787e+00,1.377426405701085654e+00,1.375834911038144037e+00,nan
3.520000000000000018e+00,1.378194482837504120e+00,1.375834911038144037e+00,nan
3.529999999999999805e+00,1.374762854756577557e+00,1.375834911038144037e+00,nan
3.540000000000000036e+00,1.375233983039245045e+00,1.375834911038144037e+00,nan
3.549999999999999822e+00,1.376765642942453960e+00,1.375834911038144037e+00,nan
3.560000000000000053e+00,1.374988444189572556e+00,1.375834911038144037e+00,nan
3.569999999999999840e+00,1.377750320772610282e+00,1.375834911038144037e+00,nan
3.580000000000000071e+00,1.374276271426861928e+00,1.375834911038144037e+00,nan
3.589999999999999858e+00,1.374874663503994343e+00,1.375834911038144037e+00,nan
3.600000000000000089e+00,1.373861047517902945e+00,1.375834911038144037e+00,nan
3.609999999999999876e+00,1.377725876986303888e+00,1.375834911038144037e+00,nan
3.620000000000000107e+00,1.378918166770939813e+00,1.375834911038144037e+00,nan
3.629999999999999893e+00,1.375656223749299967e+00,1.375834911038144037e+00,nan
3.640000000000000124e+00,1.374557765233565210e+00,1.375834911038144037e+00,nan
3.649999999999999911e+00,1.376810586638742784e+00,1.375834911038144037e+00,nan
3.660000000000000142e+00,1.377196872391766913e+00,1.375834911038144037e+00,nan
3.669999999999999929e+00,1.376310520200140441e+00,1.375834911038144037e+00,nan
3.680000000000000160e+00,1.378817869194248091e+00,1.375834911038144037e+00,nan
3.689999999999999947e+00,1.378270887121195276e+00,1.375834911038144037e+00,nan
3.700000000000000178e+00,1.376833058486887085e+00,1.375834911038144037e+00,nan
3.709999999999999964e+00,1.375522493647044042e+00,1.375834911038144037e+00,nan
3.720000000000000195e+00,1.375908779400067949e+00,1.375834911038144037e+00,nan
3.729999999999999982e+00,1.376040537564162003e+00,1.375834911038144037e+00,nan
3.740000000000000213e+00,1.379226626795416522e+00,1.375834911038144037e+00,nan
3.750000000000000000e+00,1.377110057923961683e+00,1.375834911038144037e+00,nan
3.759999999999999787e+00,1.378217505178954250e+00,1.375834911038144037e+00,nan
3.770000000000000018e+00,1.377076625398397702e+00,1.375834911038144037e+00,nan
3.779999999999999805e+00,1.375935745617841155e+00,1.375834911038144037e+00,nan
3.790000000000000036e+00,1.376618980224617150e+00,1.375834911038144037e+00,nan
3.799999999999999822e+00,1.375605364238525530e+00,1.375834911038144037e+00,nan
3.810000000000000053e+00,1.377518815525129892e+00,1.375834911038144037e+00,nan
3.819999999999999840e+00,1.377183939776185140e+00,1.375834911038144037e+00,nan
3.830000000000000071e+00,1.377315697940279415e+00,1.375834911038144037e+00,nan
3.839999999999999858e+00,1.379017042902775048e+00,1.375834911038144037e+00,nan
3.850000000000000089e+00,1.375924784940421919e+00,1.375834911038144037e+00,nan
3.859999999999999876e+00,1.374741483895044025e+00,1.375834911038144037e+00,nan
3.870000000000000107e+00,1.374067238027525839e+00,1.375834911038144037e+00,nan
3.879999999999999893e+00,1.378950177851647085e+00,1.375834911038144037e+00,nan
3.890000000000000124e+00,1.375900341154115525e+00,1.375834911038144037e+00,nan
3.899999999999999911e+00,1.377007788409108091e+00,1.375834911038144037e+00,nan
3.910000000000000142e+00,1.375824487363729975e+00,1.375834911038144037e+00,nan
3.919999999999999929e+00,1.375659296674072385e+00,1.375834911038144037e+00,nan
3.930000000000000160e+00,1.376427373810491295e+00,1.375834911038144037e+00,nan
3.939999999999999947e+00,1.377110608417266846e+00,1.375834911038144037e+00,nan
3.950000000000000178e+00,1.376733311403500970e+00,1.375834911038144037e+00,nan
3.959999999999999964e+00,1.379155817867965261e+00,1.375834911038144037e+00,nan
3.970000000000000195e+00,1.377166512790975350e+00,1.375834911038144037e+00,nan
3.979999999999999982e+00,1.374456046212017002e+00,1.375834911038144037e+00,nan
3.990000000000000213e+00,1.373612115285212321e+00,1.375834911038144037e+00,nan
4.000000000000000000e+00,1.374974090129134963e+00,1.375834911038144037e+00,nan
4.009999999999999787e+00,1.373112048846610200e+00,1.375834911038144037e+00,nan
4.019999999999999574e+00,1.374219496101602322e+00,1.375834911038144037e+00,nan
4.030000000000000249e+00,1.376981372684640270e+00,1.375834911038144037e+00,nan
4.040000000000000036e+00,1.377452500967307314e+00,1.375834911038144037e+00,nan
4.049999999999999822e+00,1.379578058578019961e+00,1.375834911038144037e+00,nan
4.059999999999999609e+00,1.375510111524768320e+00,1.375834911038144037e+00,nan
4.070000000000000284e+00,1.375684290953683719e+00,1.375834911038144037e+00,nan
4.080000000000000071e+00,1.378912801449759806e+00,1.375834911038144037e+00,nan
4.089999999999999858e+00,1.375862964752228024e+00,1.375834911038144037e+00,nan
4.099999999999999645e+00,1.375909880386678719e+00,1.375834911038144037e+00,nan
4.110000000000000320e+00,1.375575004637734411e+00,1.375834911038144037e+00,nan
4.120000000000000107e+00,1.377446034659516982e+00,1.375834911038144037e+00,nan
4.129999999999999893e+00,1.376941473851285513e+00,1.375834911038144037e+00,nan
4.139999999999999680e+00,1.377794393517347782e+00,1.375834911038144037e+00,nan
4.150000000000000355e+00,1.372793178638019418e+00,1.375834911038144037e+00,nan
4.160000000000000142e+00,1.369913026999774353e+00,1.375834911038144037e+00,nan
4.169999999999999929e+00,1.376620081211227475e+00,1.375834911038144037e+00,nan
4.179999999999999716e+00,1.375479201430671372e+00,1.375834911038144037e+00,nan
4.190000000000000391e+00,1.376671491215307297e+00,1.375834911038144037e+00,nan
4.200000000000000178e+00,1.375912402818145974e+00,1.375834911038144037e+00,nan
4.209999999999999964e+00,1.375874475922953089e+00,1.375834911038144037e+00,nan
4.219999999999999751e+00,1.378339403652238948e+00,1.375834911038144037e+00,nan
4.230000000000000426e+00,1.376562204899357766e+00,1.375834911038144037e+00,nan
4.240000000000000213e+00,1.378221128597031830e+00,1.375834911038144037e+00,nan
4.250000000000000000e+00,1.378310465496303872e+00,1.375834911038144037e+00,nan
4.259999999999999787e+00,1.380775393225589953e+00,1.375834911038144037e+00,nan
4.269999999999999574e+00,1.374798489255362632e+00,1.375834911038144037e+00,nan
4.280000000000000249e+00,1.375354460067673701e+00,1.375834911038144037e+00,nan
4.290000000000000036e+00,1.376377064793022686e+00,1.375834911038144037e+00,nan
4.299999999999999822e+00,1.374557444775319270e+00,1.375834911038144037e+00,nan
4.309999999999999609e+00,1.376767844915675276e+00,1.375834911038144037e+00,nan
4.320000000000000284e+00,1.375669386399940741e+00,1.375834911038144037e+00,nan
4.330000000000000071e+00,1.376267778477072934e+00,1.375834911038144037e+00,nan
4.339999999999999858e+00,1.372454359012751146e+00,1.375834911038144037e+00,nan
4.349999999999999645e+00,1.377931196544376125e+00,1.375834911038144037e+00,nan
4.360000000000000320e+00,1.375475257554347630e+00,1.375834911038144037e+00,nan
4.370000000000000107e+00,1.380018827259895886e+00,1.375834911038144037e+00,nan
4.379999999999999893e+00,1.379853636570237851e+00,1.375834911038144037e+00,nan
4.389999999999999680e+00,1.373664626275902467e+00,1.375834911038144037e+00,nan
4.400000000000000355e+00,1.373838805704818089e+00,1.375834911038144037e+00,nan
4.410000000000000142e+00,1.374564461576415431e+00,1.375834911038144037e+00,nan
4.419999999999999929e+00,1.376435491598198002e+00,1.375834911038144037e+00,nan
4.429999999999999716e+00,1.375846088260323397e+00,1.375834911038144037e+00,nan
4.440000000000000391e+00,1.375002157333518715e+00,1.375834911038144037e+00,nan
4.450000000000000178e+00,1.375600549410651130e+00,1.375834911038144037e+00,nan
4.459999999999999964e+00,1.376962524254573328e+00,1.375834911038144037e+00,nan
4.469999999999999751e+00,1.375694380679552076e+00,1.375834911038144037e+00,nan
4.480000000000000426e+00,1.374765607223104036e+00,1.375834911038144037e+00,nan
4.490000000000000213e+00,1.379563704517582146e+00,1.375834911038144037e+00,nan
4.500000000000000000e+00,1.375495757464330282e+00,1.375834911038144037e+00,nan
4.509999999999999787e+00,1.375797200687710831e+00,1.375834911038144037e+00,nan
4.519999999999999574e+00,1.374401793318224430e+00,1.375834911038144037e+00,nan
4.530000000000000249e+00,1.374406287687853556e+00,1.375834911038144037e+00,nan
4.540000000000000036e+00,1.375259207353915603e+00,1.375834911038144037e+00,nan
4.549999999999999822e+00,1.376493918403373096e+00,1.375834911038144037e+00,nan
4.559999999999999609e+00,1.379595165104984256e+00,1.375834911038144037e+00,nan
4.570000000000000284e+00,1.377266489909421132e+00,1.375834911038144037e+00,nan
4.580000000000000071e+00,1.373750019298851210e+00,1.375834911038144037e+00,nan
4.589999999999999858e+00,1.376045261968850353e+00,1.375834911038144037e+00,nan
4.599999999999999645e+00,1.372740897682388717e+00,1.375834911038144037e+00,nan
4.610000000000000320e+00,1.372957498376126129e+00,1.375834911038144037e+00,nan
4.620000000000000107e+00,1.379664552587579252e+00,1.375834911038144037e+00,nan
4.629999999999999893e+00,1.376232924506652688e+00,1.375834911038144037e+00,nan
4.639999999999999680e+00,1.377764584409861603e+00,1.375834911038144037e+00,nan
4.650000000000000355e+00,1.376284334510731844e+00,1.375834911038144037e+00,nan
4.660000000000000142e+00,1.375143454730175741e+00,1.375834911038144037e+00,nan
4.669999999999999929e+00,1.377523539929818241e+00,1.375834911038144037e+00,nan
4.679999999999999716e+00,1.375746341176936838e+00,1.375834911038144037e+00,nan
4.690000000000000391e+00,1.376514418313355748e+00,1.375834911038144037e+00,nan
4.700000000000000178e+00,1.375797751181016215e+00,1.375834911038144037e+00,nan
4.709999999999999964e+00,1.377371832349047143e+00,1.375834911038144037e+00,nan
4.719999999999999751e+00,1.377461169248319184e+00,1.375834911038144037e+00,nan
4.730000000000000426e+00,1.378059561325451821e+00,1.375834911038144037e+00,nan
4.740000000000000213e+00,1.375858149924353624e+00,1.375834911038144037e+00,nan
4.750000000000000000e+00,1.377432231092384107e+00,1.375834911038144037e+00,nan
4.759999999999999787e+00,1.374891449572712698e+00,1.375834911038144037e+00,nan
4.769999999999999574e+00,1.375956475562883252e+00,1.375834911038144037e+00,nan
4.780000000000000249e+00,1.378082033173596344e+00,1.375834911038144037e+00,nan
4.790000000000000036e+00,1.374353456238917470e+00,1.375834911038144037e+00,nan
4.799999999999999822e+00,1.374654899462298241e+00,1.375834911038144037e+00,nan
4.809999999999999609e+00,1.374447287507818638e+00,1.375834911038144037e+00,nan
4.820000000000000284e+00,1.375936526146206429e+00,1.375834911038144037e+00,nan
4.830000000000000071e+00,1.376365233164051682e+00,1.375834911038144037e+00,nan
4.839999999999999858e+00,1.375478880972425433e+00,1.375834911038144037e+00,nan
4.849999999999999645e+00,1.377519596053494721e+00,1.375834911038144037e+00,nan
4.860000000000000320e+00,1.379136098486347439e+00,1.375834911038144037e+00,nan
4.870000000000000107e+00,1.375789312935063791e+00,1.375834911038144037e+00,nan
4.879999999999999893e+00,1.373884850387717460e+00,1.375834911038144037e+00,nan
4.889999999999999680e+00,1.372956076931269420e+00,1.375834911038144037e+00,nan
4.900000000000000355e+00,1.375972481103237444e+00,1.375834911038144037e+00,nan
4.910000000000000142e+00,1.378734357686274947e+00,1.375834911038144037e+00,nan
4.919999999999999929e+00,1.376363261225890033e+00,1.375834911038144037e+00,nan
4.929999999999999716e+00,1.378191869982850815e+00,1.375834911038144037e+00,nan
4.940000000000000391e+00,1.375142033285319476e+00,1.375834911038144037e+00,nan
4.950000000000000178e+00,1.376928220777458467e+00,1.375834911038144037e+00,nan
4.959999999999999964e+00,1.373581435226175040e+00,1.375834911038144037e+00,nan
4.969999999999999751e+00,1.374264669832950592e+00,1.375834911038144037e+00,nan
4.980000000000000426e+00,1.377365916534561974e+00,1.375834911038144037e+00,nan
4.990000000000000213e+00,1.377412832169012447e+00,1.375834911038144037e+00,nan
5.000000000000000000e+00,1.376696165036672914e+00,1.375834911038144037e+00,nan
5.009999999999999787e+00,1.374749281224504571e+00,1.375834911038144037e+00,nan
5.019999999999999574e+00,1.377723264131650804e+00,1.375834911038144037e+00,nan
5.030000000000000249e+00,1.376200592967699254e+00,1.375834911038144037e+00,nan
5.040000000000000036e+00,1.374168866625887775e+00,1.375834911038144037e+00,nan
5.049999999999999822e+00,1.373324935699083316e+00,1.375834911038144037e+00,nan
5.059999999999999609e+00,1.377868505404631350e+00,1.375834911038144037e+00,nan
5.070000000000000284e+00,1.374818668707099567e+00,1.375834911038144037e+00,nan
5.080000000000000071e+00,1.377453281495672144e+00,1.375834911038144037e+00,nan
5.089999999999999858e+00,1.375888189066899026e+00,1.375834911038144037e+00,nan
5.099999999999999645e+00,1.376868372527426665e+00,1.375834911038144037e+00,nan
5.110000000000000320e+00,1.380860465790292757e+00,1.375834911038144037e+00,nan
5.120000000000000107e+00,1.374968404349709017e+00,1.375834911038144037e+00,nan
5.129999999999999893e+00,1.374888056189694341e+00,1.375834911038144037e+00,nan
5.139999999999999680e+00,1.375740975855756609e+00,1.375834911038144037e+00,nan
5.150000000000000355e+00,1.375066729988239089e+00,1.375834911038144037e+00,nan
5.160000000000000142e+00,1.376216598508053224e+00,1.375834911038144037e+00,nan
5.169999999999999929e+00,1.377324045763045568e+00,1.375834911038144037e+00,nan
5.179999999999999716e+00,1.374740842978552147e+00,1.375834911038144037e+00,nan
5.190000000000000391e+00,1.377969353474628234e+00,1.375834911038144037e+00,nan
5.200000000000000178e+00,1.376234575986568620e+00,1.375834911038144037e+00,nan
5.209999999999999964e+00,1.378572239921389553e+00,1.375834911038144037e+00,nan
5.219999999999999751e+00,1.377091990022259793e+00,1.375834911038144037e+00,nan
5.230000000000000426e+00,1.374211838384014950e+00,1.375834911038144037e+00,nan
5.240000000000000213e+00,1.374004226429535347e+00,1.375834911038144037e+00,nan
5.250000000000000000e+00,1.379735591550090179e+00,1.375834911038144037e+00,nan
5.259999999999999787e+00,1.375243431848621745e+00,1.375834911038144037e+00,nan
5.269999999999999574e+00,1.374102552068065197e+00,1.375834911038144037e+00,nan
5.280000000000000249e+00,1.373301042406082528e+00,1.375834911038144037e+00,nan
5.290000000000000036e+00,1.376741659226266901e+00,1.375834911038144037e+00,nan
5.299999999999999822e+00,1.377976370275724172e+00,1.375834911038144037e+00,nan
5.309999999999999609e+00,1.377132439348919490e+00,1.375834911038144037e+00,nan
5.320000000000000284e+00,1.376076402098006524e+00,1.375834911038144037e+00,nan
5.330000000000000071e+00,1.377183849352999090e+00,1.375834911038144037e+00,nan
5.339999999999999858e+00,1.377145922457806426e+00,1.375834911038144037e+00,nan
5.349999999999999645e+00,1.378253369712798548e+00,1.375834911038144037e+00,nan
5.360000000000000320e+00,1.375118690485623629e+00,1.375834911038144037e+00,nan
5.370000000000000107e+00,1.373850546910602599e+00,1.375834911038144037e+00,nan
5.379999999999999893e+00,1.376103368315779951e+00,1.375834911038144037e+00,nan
5.389999999999999680e+00,1.379671248930429250e+00,1.375834911038144037e+00,nan
5.400000000000000355e+00,1.376663833497719480e+00,1.375834911038144037e+00,nan
5.410000000000000142e+00,1.376541064072883236e+00,1.375834911038144037e+00,nan
5.419999999999999929e+00,1.372557959549274731e+00,1.375834911038144037e+00,nan
5.429999999999999716e+00,1.373962355658018941e+00,1.375834911038144037e+00,nan
5.440000000000000391e+00,1.373372952320144558e+00,1.375834911038144037e+00,nan
5.450000000000000178e+00,1.376516620286577064e+00,1.375834911038144037e+00,nan
5.459999999999999964e+00,1.377369539952639554e+00,1.375834911038144037e+00,nan
5.469999999999999751e+00,1.376186238907261661e+00,1.375834911038144037e+00,nan
5.480000000000000426e+00,1.373603036122768462e+00,1.375834911038144037e+00,nan
5.490000000000000213e+00,1.377086074207774624e+00,1.375834911038144037e+00,nan
5.500000000000000000e+00,1.378320785257231895e+00,1.375834911038144037e+00,nan
5.509999999999999787e+00,1.377604118124892141e+00,1.375834911038144037e+00,nan
5.519999999999999574e+00,1.377905561348272689e+00,1.375834911038144037e+00,nan
5.530000000000000249e+00,1.376891945362181291e+00,1.375834911038144037e+00,nan
5.540000000000000036e+00,1.376938860996632208e+00,1.375834911038144037e+00,nan
5.549999999999999822e+00,1.376349457658757602e+00,1.375834911038144037e+00,nan
5.559999999999999609e+00,1.374360152581767691e+00,1.375834911038144037e+00,nan
5.570000000000000284e+00,1.374364646951396818e+00,1.375834911038144037e+00,nan
5.580000000000000071e+00,1.378271897684619551e+00,1.375834911038144037e+00,nan
5.589999999999999858e+00,1.375985643753877774e+00,1.375834911038144037e+00,nan
5.599999999999999645e+00,1.377305197332978626e+00,1.375834911038144037e+00,nan
5.610000000000000320e+00,1.374467466959555573e+00,1.375834911038144037e+00,nan
5.620000000000000107e+00,1.376338496981338144e+00,1.375834911038144037e+00,nan
5.629999999999999893e+00,1.377615629295616984e+00,1.375834911038144037e+00,nan
5.639999999999999680e+00,1.377959493783819322e+00,1.375834911038144037e+00,nan
5.650000000000000355e+00,1.373340070287885961e+00,1.375834911038144037e+00,nan
5.660000000000000142e+00,1.372920352009298073e+00,1.375834911038144037e+00,nan
5.669999999999999929e+00,1.372627897525175111e+00,1.375834911038144037e+00,nan
5.679999999999999716e+00,1.375050403989639403e+00,1.375834911038144037e+00,nan
5.690000000000000391e+00,1.376412378833561823e+00,1.375834911038144037e+00,nan
5.700000000000000178e+00,1.376204766879082664e+00,1.375834911038144037e+00,nan
5.709999999999999964e+00,1.376378946307997619e+00,1.375834911038144037e+00,nan
5.719999999999999751e+00,1.377359129768525259e+00,1.375834911038144037e+00,nan
5.730000000000000426e+00,1.376345513782433860e+00,1.375834911038144037e+00,nan
5.740000000000000213e+00,1.375501582855629401e+00,1.375834911038144037e+00,nan
5.750000000000000000e+00,1.372875958806314411e+00,1.375834911038144037e+00,nan
5.759999999999999787e+00,1.372753189381478167e+00,1.375834911038144037e+00,nan
5.769999999999999574e+00,1.376448333790592615e+00,1.375834911038144037e+00,nan
5.780000000000000249e+00,1.376240721836113678e+00,1.375834911038144037e+00,nan
5.790000000000000036e+00,1.377348169091105801e+00,1.375834911038144037e+00,nan
5.799999999999999822e+00,1.375189178954829394e+00,1.375834911038144037e+00,nan
5.809999999999999609e+00,1.377611685419293241e+00,1.375834911038144037e+00,nan
5.820000000000000284e+00,1.375283010223730562e+00,1.375834911038144037e+00,nan
5.830000000000000071e+00,1.378469099454984859e+00,1.375834911038144037e+00,nan
5.839999999999999858e+00,1.375843475405669869e+00,1.375834911038144037e+00,nan
5.849999999999999645e+00,1.373514800210106745e+00,1.375834911038144037e+00,nan
5.860000000000000320e+00,1.374282877346525655e+00,1.375834911038144037e+00,nan
5.870000000000000107e+00,1.375178218277409714e+00,1.375834911038144037e+00,nan
5.879999999999999893e+00,1.374461551145070182e+00,1.375834911038144037e+00,nan
5.889999999999999680e+00,1.375568998400062748e+00,1.375834911038144037e+00,nan
5.900000000000000355e+00,1.377821819805240322e+00,1.375834911038144037e+00,nan
5.910000000000000142e+00,1.375068931961460184e+00,1.375834911038144037e+00,nan
5.919999999999999929e+00,1.375243111390375805e+00,1.375834911038144037e+00,nan
5.929999999999999716e+00,1.374611286787679632e+00,1.375834911038144037e+00,nan
5.940000000000000391e+00,1.375761155307493766e+00,1.375834911038144037e+00,nan
