# ran on: 2022-07-28
# method = continuous (https://github.com/Elliot-Wadge/MagnetizationFitting)
# J1 = 2.6907 +/- 0.0037
# J2 = 1.6889 +/- 0.0038
# A = 3.0000 +/- 0.0361
# measured saturation field = 3.03 T
# fit saturation field = 2.95 T
# Ms = 1.38e+03 kA/m
# Mr = 1.25e-01 kA/m
# Mr/Ms = 9.09e-05
# theta_data = 180.0
# theta_model = 142.8
# theta = 161.4
# red chisq = 15.732 +/- 0.054
# 
# Field (T),Mag (Data) (kA/m),Mag (Model) (kA/m),Residuals(kA/m)
2.649999999999999911e+00,1.357823056948783691e+00,1.355967584737830078e+00,1.855472210953612588e-03
2.660000000000000142e+00,1.360669776061464553e+00,1.356698975504338822e+00,3.970800557125730990e-03
2.669999999999999929e+00,1.356220037624817687e+00,1.357425440408436046e+00,-1.205402783618358953e-03
2.680000000000000160e+00,1.359575811915358923e+00,1.358147021005362998e+00,1.428790909995925063e-03
2.689999999999999947e+00,1.360004518933204620e+00,1.358863758520848508e+00,1.140760412356112141e-03
2.700000000000000178e+00,1.362130076543917045e+00,1.359575693876986069e+00,2.554382666930976598e-03
2.709999999999999964e+00,1.361116460557825647e+00,1.360282867723713762e+00,8.335928341118847840e-04
2.720000000000000195e+00,1.363199596903716726e+00,1.360985320477731575e+00,2.214276425985151064e-03
2.729999999999999982e+00,1.362822299889950184e+00,1.361683092371402282e+00,1.139207518547902254e-03
2.740000000000000213e+00,1.364905436235841485e+00,1.362376223515201268e+00,2.529212720640217071e-03
2.750000000000000000e+00,1.364146347838680162e+00,1.363064753978733279e+00,1.081593859946883285e-03
2.759999999999999787e+00,1.365423480152959224e+00,1.363748723898978721e+00,1.674756253980502763e-03
2.770000000000000018e+00,1.364664391755797901e+00,1.364428173625849894e+00,2.362181299480070606e-04
2.779999999999999805e+00,1.365517311421860391e+00,1.365103143908742656e+00,4.141675131177358082e-04
2.790000000000000036e+00,1.363740112668978766e+00,1.365773676170037199e+00,-2.033563501058432976e-03
2.799999999999999822e+00,1.367986733520775156e+00,1.366439812885653859e+00,1.546920635121296073e-03
2.810000000000000053e+00,1.366039849708607035e+00,1.367101598131115203e+00,-1.061748422508168588e-03
2.819999999999999840e+00,1.367062454433956020e+00,1.367759078381883375e+00,-6.966239479273550472e-04
2.830000000000000071e+00,1.368297165483413513e+00,1.368412303714225065e+00,-1.151382308115511677e-04
2.839999999999999858e+00,1.370253038034839221e+00,1.369061329657889070e+00,1.191708376950151305e-03
2.850000000000000089e+00,1.367372886396594378e+00,1.369698448712221905e+00,-2.325562315627527354e-03
2.859999999999999876e+00,1.366995589382828280e+00,1.370339859849952546e+00,-3.344270467124266233e-03
2.870000000000000107e+00,1.366745556163527109e+00,1.370976243423804419e+00,-4.230687260277310457e-03
2.879999999999999893e+00,1.367131841916551016e+00,1.371607410556866302e+00,-4.475568640315286117e-03
2.890000000000000124e+00,1.368366552966008509e+00,1.372234142345633012e+00,-3.867589379624503110e-03
2.899999999999999911e+00,1.368710417454210626e+00,1.372861686543202397e+00,-4.151269088991771383e-03
2.910000000000000142e+00,1.370793553800101483e+00,1.373479777014780634e+00,-2.686223214679150928e-03
2.919999999999999929e+00,1.372028264849558976e+00,1.374095096869204058e+00,-2.066832019645081786e-03
2.930000000000000160e+00,1.367027049970230390e+00,1.374705962494117362e+00,-7.678912523886971542e-03
2.939999999999999947e+00,1.372800836355606791e+00,1.375310705557976299e+00,-2.509869202369507946e-03
2.950000000000000178e+00,1.372593224401127410e+00,1.375834911038144037e+00,-3.241686637016627515e-03
2.959999999999999964e+00,1.372258348652182880e+00,1.375834911038144037e+00,-3.576562385961157275e-03
2.970000000000000195e+00,1.370184201045549610e+00,1.375834911038144037e+00,-5.650709992594427078e-03
2.979999999999999982e+00,1.369637218972496795e+00,1.375834911038144037e+00,-6.197692065647242288e-03
2.990000000000000213e+00,1.373077835792681389e+00,1.375834911038144037e+00,-2.757075245462647928e-03
3.000000000000000000e+00,1.372191483601054918e+00,1.375834911038144037e+00,-3.643427437089119536e-03
3.009999999999999787e+00,1.374401883741411146e+00,1.375834911038144037e+00,-1.433027296732891642e-03
3.020000000000000018e+00,1.372158051075491159e+00,1.375834911038144037e+00,-3.676859962652878622e-03
3.029999999999999805e+00,1.375386561571567023e+00,1.375834911038144037e+00,-4.483494665770137999e-04
3.040000000000000036e+00,1.375645583530126226e+00,1.375834911038144037e+00,-1.893275080178113967e-04
3.049999999999999822e+00,1.376074290547971701e+00,1.375834911038144037e+00,2.393795098276640942e-04
3.060000000000000053e+00,1.375527308474918664e+00,1.375834911038144037e+00,-3.076025632253731601e-04
3.069999999999999840e+00,1.373325897073820689e+00,1.375834911038144037e+00,-2.509013964323347778e-03
3.080000000000000071e+00,1.376681671364361703e+00,1.375834911038144037e+00,8.467603262176659484e-04
3.089999999999999858e+00,1.375752897907913663e+00,1.375834911038144037e+00,-8.201313023037393179e-05
3.100000000000000089e+00,1.374145384214319199e+00,1.375834911038144037e+00,-1.689526823824838431e-03
3.109999999999999876e+00,1.375592201587884977e+00,1.375834911038144037e+00,-2.427094502590598779e-04
3.120000000000000107e+00,1.371142463151238111e+00,1.375834911038144037e+00,-4.692447886905926069e-03
3.129999999999999893e+00,1.376492036888397941e+00,1.375834911038144037e+00,6.571258502539034652e-04
3.140000000000000124e+00,1.376114739874631621e+00,1.375834911038144037e+00,2.798288364875833878e-04
3.149999999999999911e+00,1.377179765864802397e+00,1.375834911038144037e+00,1.344854826658359315e-03
3.160000000000000142e+00,1.370990755570467012e+00,1.375834911038144037e+00,-4.844155467677024873e-03
3.169999999999999929e+00,1.374855585038868178e+00,1.375834911038144037e+00,-9.793259992758596155e-04
3.180000000000000160e+00,1.374732815614031933e+00,1.375834911038144037e+00,-1.102095424112103927e-03
3.189999999999999947e+00,1.373464672039010681e+00,1.375834911038144037e+00,-2.370238999133356117e-03
3.200000000000000178e+00,1.375293280795971240e+00,1.375834911038144037e+00,-5.416302421727969829e-04
3.209999999999999964e+00,1.377673365995614185e+00,1.375834911038144037e+00,1.838454957470148088e-03
3.220000000000000195e+00,1.373223627558967097e+00,1.375834911038144037e+00,-2.611283479176940148e-03
3.229999999999999982e+00,1.376536980584686320e+00,1.375834911038144037e+00,7.020695465422832626e-04
3.240000000000000213e+00,1.378789801989864339e+00,1.375834911038144037e+00,2.954890951720301473e-03
3.250000000000000000e+00,1.377521658414842642e+00,1.375834911038144037e+00,1.686747376698605194e-03
3.259999999999999787e+00,1.380919853970205669e+00,1.375834911038144037e+00,5.084942932061631282e-03
3.270000000000000018e+00,1.377403383359635303e+00,1.375834911038144037e+00,1.568472321491265475e-03
3.279999999999999805e+00,1.377365456464442861e+00,1.375834911038144037e+00,1.530545426298823841e-03
3.290000000000000036e+00,1.372746032968509056e+00,1.375834911038144037e+00,-3.088878069634981571e-03
3.299999999999999822e+00,1.374701905519934986e+00,1.375834911038144037e+00,-1.133005518209051488e-03
3.310000000000000053e+00,1.372882285502232014e+00,1.375834911038144037e+00,-2.952625535912023480e-03
3.319999999999999840e+00,1.377256170148493331e+00,1.375834911038144037e+00,1.421259110349293309e-03
3.330000000000000071e+00,1.374715388628821922e+00,1.375834911038144037e+00,-1.119522409322115664e-03
3.339999999999999858e+00,1.376247048532031059e+00,1.375834911038144037e+00,4.121374938870214777e-04
3.350000000000000089e+00,1.376421227960946680e+00,1.375834911038144037e+00,5.863169228026432478e-04
3.359999999999999876e+00,1.374516765413599906e+00,1.375834911038144037e+00,-1.318145624544131422e-03
3.370000000000000107e+00,1.373078936779292158e+00,1.375834911038144037e+00,-2.755974258851878744e-03
3.379999999999999893e+00,1.374398490358392788e+00,1.375834911038144037e+00,-1.436420679751249097e-03
3.390000000000000124e+00,1.373893929550161319e+00,1.375834911038144037e+00,-1.940981487982718079e-03
3.399999999999999911e+00,1.377207282575881209e+00,1.375834911038144037e+00,1.372371537737171465e-03
3.410000000000000142e+00,1.378145044771586614e+00,1.375834911038144037e+00,2.310133733442576442e-03
3.419999999999999929e+00,1.378022275346750591e+00,1.375834911038144037e+00,2.187364308606554175e-03
3.430000000000000160e+00,1.375863285210474185e+00,1.375834911038144037e+00,2.837417233014782880e-05
3.439999999999999947e+00,1.375570830726351224e+00,1.375834911038144037e+00,-2.640803117928136601e-04
3.450000000000000178e+00,1.378417549839032308e+00,1.375834911038144037e+00,2.582638800888270580e-03
3.459999999999999964e+00,1.374095075196850591e+00,1.375834911038144037e+00,-1.739835841293446705e-03
3.470000000000000195e+00,1.377875062135608175e+00,1.375834911038144037e+00,2.040151097464137919e-03
3.479999999999999982e+00,1.374528276584324749e+00,1.375834911038144037e+00,-1.306634453819288666e-03
3.490000000000000213e+00,1.378987003760229646e+00,1.375834911038144037e+00,3.152092722085608756e-03
3.500000000000000000e+00,1.376191694651627939e+00,1.375834911038144037e+00,3.567836134839019735e-04
3.509999999999999787e+00,1.377426405701085654e+00,1.375834911038144037e+00,1.591494662941617122e-03
3.520000000000000018e+00,1.378194482837504120e+00,1.375834911038144037e+00,2.359571799360082878e-03
3.529999999999999805e+00,1.374762854756577557e+00,1.375834911038144037e+00,-1.072056281566480251e-03
3.540000000000000036e+00,1.375233983039245045e+00,1.375834911038144037e+00,-6.009279988989923993e-04
3.549999999999999822e+00,1.376765642942453960e+00,1.375834911038144037e+00,9.307319043099226974e-04
3.560000000000000053e+00,1.374988444189572556e+00,1.375834911038144037e+00,-8.464668485714810231e-04
3.569999999999999840e+00,1.377750320772610282e+00,1.375834911038144037e+00,1.915409734466244629e-03
3.580000000000000071e+00,1.374276271426861928e+00,1.375834911038144037e+00,-1.558639611282108817e-03
3.589999999999999858e+00,1.374874663503994343e+00,1.375834911038144037e+00,-9.602475341496941041e-04
3.600000000000000089e+00,1.373861047517902945e+00,1.375834911038144037e+00,-1.973863520241092573e-03
3.609999999999999876e+00,1.377725876986303888e+00,1.375834911038144037e+00,1.890965948159850640e-03
3.620000000000000107e+00,1.378918166770939813e+00,1.375834911038144037e+00,3.083255732795775472e-03
3.629999999999999893e+00,1.375656223749299967e+00,1.375834911038144037e+00,-1.786872888440704799e-04
3.640000000000000124e+00,1.374557765233565210e+00,1.375834911038144037e+00,-1.277145804578827537e-03
3.649999999999999911e+00,1.376810586638742784e+00,1.375834911038144037e+00,9.756756005987465841e-04
3.660000000000000142e+00,1.377196872391766913e+00,1.375834911038144037e+00,1.361961353622875848e-03
3.669999999999999929e+00,1.376310520200140441e+00,1.375834911038144037e+00,4.756091619964042394e-04
3.680000000000000160e+00,1.378817869194248091e+00,1.375834911038144037e+00,2.982958156104054126e-03
3.689999999999999947e+00,1.378270887121195276e+00,1.375834911038144037e+00,2.435976083051238916e-03
3.700000000000000178e+00,1.376833058486887085e+00,1.375834911038144037e+00,9.981474487430475051e-04
3.709999999999999964e+00,1.375522493647044042e+00,1.375834911038144037e+00,-3.124173910999950010e-04
3.720000000000000195e+00,1.375908779400067949e+00,1.375834911038144037e+00,7.386836192391221800e-05
3.729999999999999982e+00,1.376040537564162003e+00,1.375834911038144037e+00,2.056265260179657162e-04
3.740000000000000213e+00,1.379226626795416522e+00,1.375834911038144037e+00,3.391715757272484311e-03
3.750000000000000000e+00,1.377110057923961683e+00,1.375834911038144037e+00,1.275146885817646236e-03
3.759999999999999787e+00,1.378217505178954250e+00,1.375834911038144037e+00,2.382594140810212480e-03
3.770000000000000018e+00,1.377076625398397702e+00,1.375834911038144037e+00,1.241714360253665106e-03
3.779999999999999805e+00,1.375935745617841155e+00,1.375834911038144037e+00,1.008345796971177322e-04
3.790000000000000036e+00,1.376618980224617150e+00,1.375834911038144037e+00,7.840691864731130778e-04
3.799999999999999822e+00,1.375605364238525530e+00,1.375834911038144037e+00,-2.295467996185074355e-04
3.810000000000000053e+00,1.377518815525129892e+00,1.375834911038144037e+00,1.683904486985854376e-03
3.819999999999999840e+00,1.377183939776185140e+00,1.375834911038144037e+00,1.349028738041102571e-03
3.830000000000000071e+00,1.377315697940279415e+00,1.375834911038144037e+00,1.480786902135378114e-03
3.839999999999999858e+00,1.379017042902775048e+00,1.375834911038144037e+00,3.182131864631010387e-03
3.850000000000000089e+00,1.375924784940421919e+00,1.375834911038144037e+00,8.987390227788161212e-05
3.859999999999999876e+00,1.374741483895044025e+00,1.375834911038144037e+00,-1.093427143100011989e-03
3.870000000000000107e+00,1.374067238027525839e+00,1.375834911038144037e+00,-1.767673010618198148e-03
3.879999999999999893e+00,1.378950177851647085e+00,1.375834911038144037e+00,3.115266813503048127e-03
3.890000000000000124e+00,1.375900341154115525e+00,1.375834911038144037e+00,6.543011597148762348e-05
3.899999999999999911e+00,1.377007788409108091e+00,1.375834911038144037e+00,1.172877370964053867e-03
3.910000000000000142e+00,1.375824487363729975e+00,1.375834911038144037e+00,-1.042367441406177875e-05
3.919999999999999929e+00,1.375659296674072385e+00,1.375834911038144037e+00,-1.756143640716523180e-04
3.930000000000000160e+00,1.376427373810491295e+00,1.375834911038144037e+00,5.924627723472575269e-04
3.939999999999999947e+00,1.377110608417266846e+00,1.375834911038144037e+00,1.275697379122808783e-03
3.950000000000000178e+00,1.376733311403500970e+00,1.375834911038144037e+00,8.984003653569327952e-04
3.959999999999999964e+00,1.379155817867965261e+00,1.375834911038144037e+00,3.320906829821224093e-03
3.970000000000000195e+00,1.377166512790975350e+00,1.375834911038144037e+00,1.331601752831312879e-03
3.979999999999999982e+00,1.374456046212017002e+00,1.375834911038144037e+00,-1.378864826127035315e-03
3.990000000000000213e+00,1.373612115285212321e+00,1.375834911038144037e+00,-2.222795752931716606e-03
4.000000000000000000e+00,1.374974090129134963e+00,1.375834911038144037e+00,-8.608209090090745974e-04
4.009999999999999787e+00,1.373112048846610200e+00,1.375834911038144037e+00,-2.722862191533836906e-03
4.019999999999999574e+00,1.374219496101602322e+00,1.375834911038144037e+00,-1.615414936541714752e-03
4.030000000000000249e+00,1.376981372684640270e+00,1.375834911038144037e+00,1.146461646496232945e-03
4.040000000000000036e+00,1.377452500967307314e+00,1.375834911038144037e+00,1.617589929163276707e-03
4.049999999999999822e+00,1.379578058578019961e+00,1.375834911038144037e+00,3.743147539875923968e-03
4.059999999999999609e+00,1.375510111524768320e+00,1.375834911038144037e+00,-3.247995133757175523e-04
4.070000000000000284e+00,1.375684290953683719e+00,1.375834911038144037e+00,-1.506200844603178268e-04
4.080000000000000071e+00,1.378912801449759806e+00,1.375834911038144037e+00,3.077890411615769040e-03
4.089999999999999858e+00,1.375862964752228024e+00,1.375834911038144037e+00,2.805371408398649180e-05
4.099999999999999645e+00,1.375909880386678719e+00,1.375834911038144037e+00,7.496934853468140147e-05
4.110000000000000320e+00,1.375575004637734411e+00,1.375834911038144037e+00,-2.599064004096263147e-04
4.120000000000000107e+00,1.377446034659516982e+00,1.375834911038144037e+00,1.611123621372945180e-03
4.129999999999999893e+00,1.376941473851285513e+00,1.375834911038144037e+00,1.106562813141476198e-03
4.139999999999999680e+00,1.377794393517347782e+00,1.375834911038144037e+00,1.959482479203744631e-03
4.150000000000000355e+00,1.372793178638019418e+00,1.375834911038144037e+00,-3.041732400124619318e-03
4.160000000000000142e+00,1.369913026999774353e+00,1.375834911038144037e+00,-5.921884038369684689e-03
4.169999999999999929e+00,1.376620081211227475e+00,1.375834911038144037e+00,7.851701730834381721e-04
4.179999999999999716e+00,1.375479201430671372e+00,1.375834911038144037e+00,-3.557096074726651125e-04
4.190000000000000391e+00,1.376671491215307297e+00,1.375834911038144037e+00,8.365801771632597195e-04
4.200000000000000178e+00,1.375912402818145974e+00,1.375834911038144037e+00,7.749178000193701621e-05
4.209999999999999964e+00,1.375874475922953089e+00,1.375834911038144037e+00,3.956488480905129279e-05
4.219999999999999751e+00,1.378339403652238948e+00,1.375834911038144037e+00,2.504492614094910863e-03
4.230000000000000426e+00,1.376562204899357766e+00,1.375834911038144037e+00,7.272938612137291869e-04
4.240000000000000213e+00,1.378221128597031830e+00,1.375834911038144037e+00,2.386217558887793189e-03
4.250000000000000000e+00,1.378310465496303872e+00,1.375834911038144037e+00,2.475554458159834326e-03
4.259999999999999787e+00,1.380775393225589953e+00,1.375834911038144037e+00,4.940482187445915940e-03
4.269999999999999574e+00,1.374798489255362632e+00,1.375834911038144037e+00,-1.036421782781404843e-03
4.280000000000000249e+00,1.375354460067673701e+00,1.375834911038144037e+00,-4.804509704703363582e-04
4.290000000000000036e+00,1.376377064793022686e+00,1.375834911038144037e+00,5.421537548786492522e-04
4.299999999999999822e+00,1.374557444775319270e+00,1.375834911038144037e+00,-1.277466262824766829e-03
4.309999999999999609e+00,1.376767844915675276e+00,1.375834911038144037e+00,9.329338775312390197e-04
4.320000000000000284e+00,1.375669386399940741e+00,1.375834911038144037e+00,-1.655246382032959929e-04
4.330000000000000071e+00,1.376267778477072934e+00,1.375834911038144037e+00,4.328674389288966751e-04
4.339999999999999858e+00,1.372454359012751146e+00,1.375834911038144037e+00,-3.380552025392891125e-03
4.349999999999999645e+00,1.377931196544376125e+00,1.375834911038144037e+00,2.096285506232087315e-03
4.360000000000000320e+00,1.375475257554347630e+00,1.375834911038144037e+00,-3.596534837964071585e-04
4.370000000000000107e+00,1.380018827259895886e+00,1.375834911038144037e+00,4.183916221751848852e-03
4.379999999999999893e+00,1.379853636570237851e+00,1.375834911038144037e+00,4.018725532093814223e-03
4.389999999999999680e+00,1.373664626275902467e+00,1.375834911038144037e+00,-2.170284762241569965e-03
4.400000000000000355e+00,1.373838805704818089e+00,1.375834911038144037e+00,-1.996105333325948195e-03
4.410000000000000142e+00,1.374564461576415431e+00,1.375834911038144037e+00,-1.270449461728606622e-03
4.419999999999999929e+00,1.376435491598198002e+00,1.375834911038144037e+00,6.005805600539648736e-04
4.429999999999999716e+00,1.375846088260323397e+00,1.375834911038144037e+00,1.117722217935934736e-05
4.440000000000000391e+00,1.375002157333518715e+00,1.375834911038144037e+00,-8.327537046253219444e-04
4.450000000000000178e+00,1.375600549410651130e+00,1.375834911038144037e+00,-2.343616274929072318e-04
4.459999999999999964e+00,1.376962524254573328e+00,1.375834911038144037e+00,1.127613216429290688e-03
4.469999999999999751e+00,1.375694380679552076e+00,1.375834911038144037e+00,-1.405303585919615017e-04
4.480000000000000426e+00,1.374765607223104036e+00,1.375834911038144037e+00,-1.069303815040001382e-03
4.490000000000000213e+00,1.379563704517582146e+00,1.375834911038144037e+00,3.728793479438108349e-03
4.500000000000000000e+00,1.375495757464330282e+00,1.375834911038144037e+00,-3.391535738137552158e-04
4.509999999999999787e+00,1.375797200687710831e+00,1.375834911038144037e+00,-3.771035043320658531e-05
4.519999999999999574e+00,1.374401793318224430e+00,1.375834911038144037e+00,-1.433117719919607680e-03
4.530000000000000249e+00,1.374406287687853556e+00,1.375834911038144037e+00,-1.428623350290481042e-03
4.540000000000000036e+00,1.375259207353915603e+00,1.375834911038144037e+00,-5.757036842284346534e-04
4.549999999999999822e+00,1.376493918403373096e+00,1.375834911038144037e+00,6.590073652290584505e-04
4.559999999999999609e+00,1.379595165104984256e+00,1.375834911038144037e+00,3.760254066840218456e-03
4.570000000000000284e+00,1.377266489909421132e+00,1.375834911038144037e+00,1.431578871277094933e-03
4.580000000000000071e+00,1.373750019298851210e+00,1.375834911038144037e+00,-2.084891739292826784e-03
4.589999999999999858e+00,1.376045261968850353e+00,1.375834911038144037e+00,2.103509307063156086e-04
4.599999999999999645e+00,1.372740897682388717e+00,1.375834911038144037e+00,-3.094013355755320660e-03
4.610000000000000320e+00,1.372957498376126129e+00,1.375834911038144037e+00,-2.877412662017908573e-03
4.620000000000000107e+00,1.379664552587579252e+00,1.375834911038144037e+00,3.829641549435214287e-03
4.629999999999999893e+00,1.376232924506652688e+00,1.375834911038144037e+00,3.980134685086511581e-04
4.639999999999999680e+00,1.377764584409861603e+00,1.375834911038144037e+00,1.929673371717566255e-03
4.650000000000000355e+00,1.376284334510731844e+00,1.375834911038144037e+00,4.494234725878065717e-04
4.660000000000000142e+00,1.375143454730175741e+00,1.375834911038144037e+00,-6.914563079682967128e-04
4.669999999999999929e+00,1.377523539929818241e+00,1.375834911038144037e+00,1.688628891674204269e-03
4.679999999999999716e+00,1.375746341176936838e+00,1.375834911038144037e+00,-8.856986120719945177e-05
4.690000000000000391e+00,1.376514418313355748e+00,1.375834911038144037e+00,6.795072752117103931e-04
4.700000000000000178e+00,1.375797751181016215e+00,1.375834911038144037e+00,-3.715985712782199357e-05
4.709999999999999964e+00,1.377371832349047143e+00,1.375834911038144037e+00,1.536921310903105464e-03
4.719999999999999751e+00,1.377461169248319184e+00,1.375834911038144037e+00,1.626258210175146601e-03
4.730000000000000426e+00,1.378059561325451821e+00,1.375834911038144037e+00,2.224650287307783358e-03
4.740000000000000213e+00,1.375858149924353624e+00,1.375834911038144037e+00,2.323888620958669549e-05
4.750000000000000000e+00,1.377432231092384107e+00,1.375834911038144037e+00,1.597320054240070064e-03
4.759999999999999787e+00,1.374891449572712698e+00,1.375834911038144037e+00,-9.434614654313389082e-04
4.769999999999999574e+00,1.375956475562883252e+00,1.375834911038144037e+00,1.215645247392149741e-04
4.780000000000000249e+00,1.378082033173596344e+00,1.375834911038144037e+00,2.247122135452306324e-03
4.790000000000000036e+00,1.374353456238917470e+00,1.375834911038144037e+00,-1.481454799226566976e-03
4.799999999999999822e+00,1.374654899462298241e+00,1.375834911038144037e+00,-1.180011575845796301e-03
4.809999999999999609e+00,1.374447287507818638e+00,1.375834911038144037e+00,-1.387623530325399202e-03
4.820000000000000284e+00,1.375936526146206429e+00,1.375834911038144037e+00,1.016151080623917125e-04
4.830000000000000071e+00,1.376365233164051682e+00,1.375834911038144037e+00,5.303221259076451588e-04
4.839999999999999858e+00,1.375478880972425433e+00,1.375834911038144037e+00,-3.560300657186044049e-04
4.849999999999999645e+00,1.377519596053494721e+00,1.375834911038144037e+00,1.684685015350684267e-03
4.860000000000000320e+00,1.379136098486347439e+00,1.375834911038144037e+00,3.301187448203402042e-03
4.870000000000000107e+00,1.375789312935063791e+00,1.375834911038144037e+00,-4.559810308024658809e-05
4.879999999999999893e+00,1.373884850387717460e+00,1.375834911038144037e+00,-1.950060650426577169e-03
4.889999999999999680e+00,1.372956076931269420e+00,1.375834911038144037e+00,-2.878834106874617049e-03
4.900000000000000355e+00,1.375972481103237444e+00,1.375834911038144037e+00,1.375700650934064129e-04
4.910000000000000142e+00,1.378734357686274947e+00,1.375834911038144037e+00,2.899446648130910020e-03
4.919999999999999929e+00,1.376363261225890033e+00,1.375834911038144037e+00,5.283501877459961804e-04
4.929999999999999716e+00,1.378191869982850815e+00,1.375834911038144037e+00,2.356958944706777359e-03
4.940000000000000391e+00,1.375142033285319476e+00,1.375834911038144037e+00,-6.928777528245610995e-04
4.950000000000000178e+00,1.376928220777458467e+00,1.375834911038144037e+00,1.093309739314429763e-03
4.959999999999999964e+00,1.373581435226175040e+00,1.375834911038144037e+00,-2.253475811968996823e-03
4.969999999999999751e+00,1.374264669832950592e+00,1.375834911038144037e+00,-1.570241205193445566e-03
4.980000000000000426e+00,1.377365916534561974e+00,1.375834911038144037e+00,1.531005496417936484e-03
4.990000000000000213e+00,1.377412832169012447e+00,1.375834911038144037e+00,1.577921130868409350e-03
5.000000000000000000e+00,1.376696165036672914e+00,1.375834911038144037e+00,8.612539985288769628e-04
5.009999999999999787e+00,1.374749281224504571e+00,1.375834911038144037e+00,-1.085629813639465979e-03
5.019999999999999574e+00,1.377723264131650804e+00,1.375834911038144037e+00,1.888353093506767166e-03
5.030000000000000249e+00,1.376200592967699254e+00,1.375834911038144037e+00,3.656819295552171667e-04
5.040000000000000036e+00,1.374168866625887775e+00,1.375834911038144037e+00,-1.666044412256262319e-03
5.049999999999999822e+00,1.373324935699083316e+00,1.375834911038144037e+00,-2.509975339060721566e-03
5.059999999999999609e+00,1.377868505404631350e+00,1.375834911038144037e+00,2.033594366487312399e-03
5.070000000000000284e+00,1.374818668707099567e+00,1.375834911038144037e+00,-1.016242331044470149e-03
5.080000000000000071e+00,1.377453281495672144e+00,1.375834911038144037e+00,1.618370457528106598e-03
5.089999999999999858e+00,1.375888189066899026e+00,1.375834911038144037e+00,5.327802875498832691e-05
5.099999999999999645e+00,1.376868372527426665e+00,1.375834911038144037e+00,1.033461489282627710e-03
5.110000000000000320e+00,1.380860465790292757e+00,1.375834911038144037e+00,5.025554752148719828e-03
5.120000000000000107e+00,1.374968404349709017e+00,1.375834911038144037e+00,-8.665066884350203225e-04
5.129999999999999893e+00,1.374888056189694341e+00,1.375834911038144037e+00,-9.468548484496963624e-04
5.139999999999999680e+00,1.375740975855756609e+00,1.375834911038144037e+00,-9.393518238742792903e-05
5.150000000000000355e+00,1.375066729988239089e+00,1.375834911038144037e+00,-7.681810499049479546e-04
5.160000000000000142e+00,1.376216598508053224e+00,1.375834911038144037e+00,3.816874699091865608e-04
5.169999999999999929e+00,1.377324045763045568e+00,1.375834911038144037e+00,1.489134724901530760e-03
5.179999999999999716e+00,1.374740842978552147e+00,1.375834911038144037e+00,-1.094068059591890574e-03
5.190000000000000391e+00,1.377969353474628234e+00,1.375834911038144037e+00,2.134442436484196293e-03
5.200000000000000178e+00,1.376234575986568620e+00,1.375834911038144037e+00,3.996649484245828887e-04
5.209999999999999964e+00,1.378572239921389553e+00,1.375834911038144037e+00,2.737328883245515598e-03
5.219999999999999751e+00,1.377091990022259793e+00,1.375834911038144037e+00,1.257078984115755915e-03
5.230000000000000426e+00,1.374211838384014950e+00,1.375834911038144037e+00,-1.623072654129087411e-03
5.240000000000000213e+00,1.374004226429535347e+00,1.375834911038144037e+00,-1.830684608608690311e-03
5.250000000000000000e+00,1.379735591550090179e+00,1.375834911038144037e+00,3.900680511946141849e-03
5.259999999999999787e+00,1.375243431848621745e+00,1.375834911038144037e+00,-5.914791895222926144e-04
5.269999999999999574e+00,1.374102552068065197e+00,1.375834911038144037e+00,-1.732358970078839988e-03
5.280000000000000249e+00,1.373301042406082528e+00,1.375834911038144037e+00,-2.533868632061508919e-03
5.290000000000000036e+00,1.376741659226266901e+00,1.375834911038144037e+00,9.067481881228633966e-04
5.299999999999999822e+00,1.377976370275724172e+00,1.375834911038144037e+00,2.141459237580134456e-03
5.309999999999999609e+00,1.377132439348919490e+00,1.375834911038144037e+00,1.297528310775453164e-03
5.320000000000000284e+00,1.376076402098006524e+00,1.375834911038144037e+00,2.414910598624864235e-04
5.330000000000000071e+00,1.377183849352999090e+00,1.375834911038144037e+00,1.348938314855052667e-03
5.339999999999999858e+00,1.377145922457806426e+00,1.375834911038144037e+00,1.311011419662388988e-03
5.349999999999999645e+00,1.378253369712798548e+00,1.375834911038144037e+00,2.418458674654511142e-03
5.360000000000000320e+00,1.375118690485623629e+00,1.375834911038144037e+00,-7.162205525204079493e-04
5.370000000000000107e+00,1.373850546910602599e+00,1.375834911038144037e+00,-1.984364127541438094e-03
5.379999999999999893e+00,1.376103368315779951e+00,1.375834911038144037e+00,2.684572776359139823e-04
5.389999999999999680e+00,1.379671248930429250e+00,1.375834911038144037e+00,3.836337892285213158e-03
5.400000000000000355e+00,1.376663833497719480e+00,1.375834911038144037e+00,8.289224595754429714e-04
5.410000000000000142e+00,1.376541064072883236e+00,1.375834911038144037e+00,7.061530347391986595e-04
5.419999999999999929e+00,1.372557959549274731e+00,1.375834911038144037e+00,-3.276951488869306317e-03
5.429999999999999716e+00,1.373962355658018941e+00,1.375834911038144037e+00,-1.872555380125096036e-03
5.440000000000000391e+00,1.373372952320144558e+00,1.375834911038144037e+00,-2.461958717999479518e-03
5.450000000000000178e+00,1.376516620286577064e+00,1.375834911038144037e+00,6.817092484330267155e-04
5.459999999999999964e+00,1.377369539952639554e+00,1.375834911038144037e+00,1.534628914495517193e-03
5.469999999999999751e+00,1.376186238907261661e+00,1.375834911038144037e+00,3.513278691176235924e-04
