0.000000000000000000e+00	9.090900000000000662e-05
1.000000000000000021e-02	1.150200000000000067e-04
2.000000000000000042e-02	1.218300000000000042e-04
2.999999999999999889e-02	1.255800000000000004e-04
4.000000000000000083e-02	1.285000000000000064e-04
5.000000000000000278e-02	1.315099999999999928e-04
5.999999999999999778e-02	1.342100000000000042e-04
7.000000000000000666e-02	1.359099999999999913e-04
8.000000000000000167e-02	1.386600000000000040e-04
8.999999999999999667e-02	1.402999999999999950e-04
1.000000000000000056e-01	1.419899999999999873e-04
1.100000000000000006e-01	1.442899999999999890e-04
1.199999999999999956e-01	1.463500000000000066e-04
1.300000000000000044e-01	1.484900000000000098e-04
1.400000000000000133e-01	1.497400000000000131e-04
1.499999999999999944e-01	1.516499999999999999e-04
1.600000000000000033e-01	1.539900000000000080e-04
1.700000000000000122e-01	1.590399999999999952e-04
1.799999999999999933e-01	1.615099999999999902e-04
1.900000000000000022e-01	1.625300000000000041e-04
2.000000000000000111e-01	1.653899999999999869e-04
2.099999999999999922e-01	1.671999999999999984e-04
2.200000000000000011e-01	1.686500000000000065e-04
2.300000000000000100e-01	1.700299999999999967e-04
2.399999999999999911e-01	1.712200000000000039e-04
2.500000000000000000e-01	1.719199999999999938e-04
2.600000000000000089e-01	1.731899999999999868e-04
2.700000000000000178e-01	1.739400000000000050e-04
2.800000000000000266e-01	1.751300000000000122e-04
2.899999999999999800e-01	1.762099999999999951e-04
2.999999999999999889e-01	1.769899999999999978e-04
3.099999999999999978e-01	1.777799999999999953e-04
3.200000000000000067e-01	1.784099999999999944e-04
3.300000000000000155e-01	1.804099999999999888e-04
3.400000000000000244e-01	1.819799999999999890e-04
3.499999999999999778e-01	1.820400000000000121e-04
3.599999999999999867e-01	1.832899999999999883e-04
3.699999999999999956e-01	1.835999999999999904e-04
3.800000000000000044e-01	1.851199999999999894e-04
3.900000000000000133e-01	1.861400000000000034e-04
4.000000000000000222e-01	1.866799999999999948e-04
4.099999999999999756e-01	1.872499999999999978e-04
4.199999999999999845e-01	1.883999999999999987e-04
4.299999999999999933e-01	1.891800000000000014e-04
